night_photo,night_lat,night_lon,night_taken,day_image,day_id,day_lat,day_lon,day_heading,distance_m,skipped
bia-1.JPG,40.729908333333334,-73.99066944444445,2026:04:28 20:07:12,,,,,,,True
bia-10.JPG,40.72998055555556,-73.99161388888889,2026:04:28 20:09:59,,,,,,,True
bia-100.JPG,40.72974722222222,-73.99359166666667,2026:04:28 20:15:34,,,,,,,True
bia-101.JPG,40.72976111111111,-73.99359722222222,2026:04:28 20:15:35,0/20161213/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161213-1238.raw/3/dr5rsnxe9r8c-dr5rsnxec99x-cds-a32b6ec5cde27e3a-20161213-1238-136.jpg,54595668.0,40.7297062,-73.99355179999998,-94.43,7.21,False
bia-102.JPG,40.72976666666667,-73.99360555555556,2026:04:28 20:15:36,0/20161114/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161114-1047.raw/3/dr5rsnxs31rn-dr5rsnxebpkf-cds-a32b6ec5cde27e3a-20161114-1047-36.jpg,48560241.0,40.7298023,-73.993554,-83.6,5.88,False
bia-103.JPG,40.72977777777778,-73.99362222222223,2026:04:28 20:15:38,0/20161114/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161114-1047.raw/3/dr5rsnxs31rn-dr5rsnxebpkf-cds-a32b6ec5cde27e3a-20161114-1047-36.jpg,48560241.0,40.7298023,-73.993554,-83.6,6.36,False
bia-104.JPG,40.72977777777778,-73.99361388888889,2026:04:28 20:15:39,,,,,,,True
bia-105.JPG,40.72978055555556,-73.99362222222223,2026:04:28 20:15:40,,,,,,,True
bia-106.JPG,40.729797222222224,-73.99361388888889,2026:04:28 20:15:41,,,,,,,True
bia-107.JPG,40.72981388888889,-73.99361388888889,2026:04:28 20:15:42,,,,,,,True
bia-108.JPG,40.72981666666667,-73.99362222222223,2026:04:28 20:15:43,,,,,,,True
bia-109.JPG,40.72982777777778,-73.99363055555555,2026:04:28 20:15:44,0/20161114/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161114-1047.raw/3/dr5rsnxkqzxx-dr5rsnxknpk5-cds-a32b6ec5cde27e3a-20161114-1047-35.jpg,48560240.0,40.729836,-73.99364990000002,-77.57,1.87,False
bia-11.JPG,40.72999444444444,-73.99160833333333,2026:04:28 20:10:00,,,,,,,True
bia-110.JPG,40.72983611111111,-73.99364444444444,2026:04:28 20:15:45,0/20170312/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170312-1056.raw/3/dr5rsnxs2r4s-dr5rsnxkp57m-cds-1ccda49b184cb0ef-20170312-1056-16.jpg,70204106.0,40.7298328,-73.99359240000003,236.79,4.4,False
bia-111.JPG,40.729847222222226,-73.99366944444445,2026:04:28 20:15:46,,,,,,,True
bia-112.JPG,40.72985555555556,-73.99368333333334,2026:04:28 20:15:47,,,,,,,True
bia-113.JPG,40.729866666666666,-73.99370555555555,2026:04:28 20:15:48,,,,,,,True
bia-114.JPG,40.72987222222223,-73.99372222222222,2026:04:28 20:15:49,0/20161114/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161114-1047.raw/3/dr5rsnxkt59d-dr5rsnxkkmz5-cds-a32b6ec5cde27e3a-20161114-1047-34.jpg,48560239.0,40.7298566,-73.9937333,56.63,1.97,False
bia-115.JPG,40.729886111111114,-73.99373611111112,2026:04:28 20:15:50,,,,,,,True
bia-116.JPG,40.72989444444445,-73.99375833333333,2026:04:28 20:15:51,,,,,,,True
bia-117.JPG,40.7299,-73.99376666666667,2026:04:28 20:15:53,0/20170312/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170312-1056.raw/3/dr5rsnxkwpt7-dr5rsnxkkujb-cds-1ccda49b184cb0ef-20170312-1056-15.jpg,70204105.0,40.7298782,-73.9936851,237.89,7.29,False
bia-118.JPG,40.72994722222222,-73.99375277777777,2026:04:28 20:15:53,,,,,,,True
bia-119.JPG,40.72995,-73.99376666666667,2026:04:28 20:15:55,0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-1047.raw/3/dr5rsnxm7bnk-dr5rsnxkdpj2-cds-8b82a42e5a149e22-20161114-1047-37.jpg,48549379.0,40.7299669,-73.9937804,58.96,2.21,False
bia-12.JPG,40.72998611111111,-73.9916,2026:04:28 20:10:01,,,,,,,True
bia-120.JPG,40.729958333333336,-73.99378888888889,2026:04:28 20:15:56,,,,,,,True
bia-121.JPG,40.72996388888889,-73.99379722222223,2026:04:28 20:15:57,,,,,,,True
bia-122.JPG,40.729977777777776,-73.99380555555555,2026:04:28 20:15:58,0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-1047.raw/3/dr5rsnxm7bnk-dr5rsnxkdpj2-cds-8b82a42e5a149e22-20161114-1047-37.jpg,48549379.0,40.7299669,-73.9937804,58.96,2.44,False
bia-123.JPG,40.729977777777776,-73.99381944444444,2026:04:28 20:15:59,,,,,,,True
bia-124.JPG,40.72998055555556,-73.99382777777778,2026:04:28 20:16:00,,,,,,,True
bia-125.JPG,40.72999166666667,-73.99386666666666,2026:04:28 20:16:01,,,,,,,True
bia-126.JPG,40.72999444444444,-73.99387222222222,2026:04:28 20:16:04,,,,,,,True
bia-127.JPG,40.73001388888889,-73.99391944444444,2026:04:28 20:16:07,,,,,,,True
bia-128.JPG,40.73001944444445,-73.99392777777778,2026:04:28 20:16:08,,,,,,,True
bia-129.JPG,40.73001944444445,-73.99392777777778,2026:04:28 20:16:10,,,,,,,True
bia-13.JPG,40.729977777777776,-73.9916,2026:04:28 20:10:01,,,,,,,True
bia-130.JPG,40.730022222222225,-73.99394166666667,2026:04:28 20:16:11,,,,,,,True
bia-131.JPG,40.73003333333334,-73.99397222222223,2026:04:28 20:16:12,,,,,,,True
bia-132.JPG,40.73003888888889,-73.9939888888889,2026:04:28 20:16:13,,,,,,,True
bia-133.JPG,40.73003888888889,-73.99400277777778,2026:04:28 20:16:14,,,,,,,True
bia-134.JPG,40.73003888888889,-73.9940111111111,2026:04:28 20:16:15,,,,,,,True
bia-135.JPG,40.73004166666667,-73.99403333333333,2026:04:28 20:16:16,,,,,,,True
bia-136.JPG,40.73003888888889,-73.99404166666666,2026:04:28 20:16:17,,,,,,,True
bia-137.JPG,40.73004166666667,-73.99405555555556,2026:04:28 20:16:19,,,,,,,True
bia-138.JPG,40.73005277777778,-73.99407222222223,2026:04:28 20:16:20,0/20160722/79ddade2485edbde/cds-79ddade2485edbde-20160722-1202.raw/3/dr5rsnxjudrf-dr5rsnxje8x3-cds-79ddade2485edbde-20160722-1202-12.jpg,16079056.0,40.73006450000001,-73.99408940000002,63.55,1.95,False
bia-139.JPG,40.73014444444445,-73.99426944444444,2026:04:28 20:16:36,,,,,,,True
bia-14.JPG,40.72998055555556,-73.99163055555556,2026:04:28 20:10:04,,,,,,,True
bia-140.JPG,40.73021111111111,-73.99444444444444,2026:04:28 20:16:50,,,,,,,True
bia-141.JPG,40.730244444444445,-73.99449166666666,2026:04:28 20:16:54,,,,,,,True
bia-142.JPG,40.73033888888889,-73.99478055555555,2026:04:28 20:17:18,,,,,,,True
